expNum,age,gender,ingroupNorm,bothShown,ingroupFirst,response,rating,understandingCheckResponse,understandingCheckOrder,responseTime,understandingCheckTime,elapsedTime,utcTime,RepublicanRating,DemocraticRating,topIssue,topIssueRating,identityIngroupResponse,identityOutgroupResponse,ingroupAgree,outgroupDisagree
Exp 1,54,female,0,1,0,6,1,1,1243,29.328,16.885,151.461,"Mon, 26 Mar 2018 00:15:27 GMT",NA,NA,0,1,6,2,1,1
Exp 1,56,female,0,1,0,1,-3,1,4132,32.523,19.351,142.642,"Mon, 26 Mar 2018 00:10:51 GMT",NA,NA,0,10,7,1,1,1
Exp 1,52,female,0,0,0,4,-2,1,3142,43.505,11.266,125.887,"Sun, 25 Mar 2018 23:25:40 GMT",NA,NA,2,0,7,1,1,1
Exp 1,34,male,0,1,0,2,-2,1,4312,17.233,19.896,80.803,"Sun, 25 Mar 2018 23:59:44 GMT",NA,NA,0,3,4,2,0,1
Exp 1,33,male,1,0,0,1,3,3,2314,17.811,27.269,97.983,"Mon, 26 Mar 2018 00:20:40 GMT",NA,NA,6,0,7,1,1,1
Exp 2,36,male,1,0,0,1,-1,1,4213,31.104,12.922,119.799,"Wed, 10 Apr 2019 11:58:15 GMT",2,4,NA,NA,5,2,1,1
Exp 2,60,female,1,0,0,1,2,1,2143,27.289,26.753,229.605,"Wed, 10 Apr 2019 11:11:23 GMT",5,7,NA,NA,5,3,1,1
Exp 2,33,male,0,1,0,1,3,1,2341,36.274,25.409,171.19,"Wed, 10 Apr 2019 11:44:20 GMT",10,1,NA,NA,7,1,1,1
Exp 2,34,male,1,0,0,3,0,1,3142,24.643,14.985,92.885,"Wed, 10 Apr 2019 12:23:01 GMT",5,6,NA,NA,5,4,1,0
Exp 2,65,female,1,1,0,1,3,1,2314,27.263,18.981,194.922,"Wed, 10 Apr 2019 11:23:01 GMT",2,0,NA,NA,7,2,1,1
Exp 2,36,female,0,0,0,3,0,1,1432,26.636,14.553,98.3,"Wed, 10 Apr 2019 11:07:59 GMT",9,5,NA,NA,6,3,1,1
Exp 2,32,female,1,1,1,5,1,1,2341,27.219,12.205,104.11,"Wed, 10 Apr 2019 12:13:33 GMT",1,8,NA,NA,6,1,1,1
Exp 2,49,male,1,0,0,5,3,1,3142,41.832,27.496,194.992,"Wed, 10 Apr 2019 11:13:39 GMT",2,9,NA,NA,7,1,1,1
Exp 2,26,male,1,0,0,4,1,4,3241,2.892,13.044,44.867,"Wed, 10 Apr 2019 11:07:24 GMT",4,5,NA,NA,4,5,0,0
Exp 2,51,female,0,1,0,3,-1,1,3241,47.585,21.675,245.822,"Wed, 10 Apr 2019 11:59:46 GMT",0,10,NA,NA,7,1,1,1
Exp 2,43,female,0,0,0,1,2,1,1342,13.543,9.225,114.453,"Wed, 10 Apr 2019 12:03:02 GMT",10,3,NA,NA,7,2,1,1
Exp 2,25,female,1,0,0,6,1,3,2431,13.407,16.206,75.32,"Wed, 10 Apr 2019 11:07:07 GMT",1,8,NA,NA,6,2,1,1
Exp 2,74,male,1,1,1,4,1,1,3421,31.359,18.049,332.144,"Wed, 10 Apr 2019 11:45:23 GMT",3,7,NA,NA,5,3,1,1
Exp 2,36,female,1,0,0,4,-1,1,3124,29.977,34.147,126.336,"Wed, 10 Apr 2019 11:49:17 GMT",0,8,NA,NA,6,2,1,1
Exp 2,47,male,0,1,0,5,2,1,4132,41.711,20.409,160.036,"Wed, 10 Apr 2019 11:13:51 GMT",2,7,NA,NA,7,1,1,1
Exp 2,25,female,1,1,1,5,2,1,2134,12.596,16.959,95.724,"Wed, 10 Apr 2019 11:10:28 GMT",0,8,NA,NA,6,1,1,1
Exp 2,46,female,1,0,0,4,-1,1,4312,25.15,19.764,85.023,"Wed, 10 Apr 2019 11:09:53 GMT",8,3,NA,NA,6,1,1,1
Exp 2,33,male,1,0,0,5,0,1,2413,38.601,32.357,127.965,"Wed, 10 Apr 2019 11:24:35 GMT",6,1,NA,NA,5,2,1,1
Exp 2,18,male,1,0,0,2,0,1,4123,14.378,9.694,52.788,"Wed, 10 Apr 2019 11:22:38 GMT",2,7,NA,NA,5,2,1,1
Exp 2,33,female,0,0,0,2,2,1,2431,20.295,10.468,175.593,"Wed, 10 Apr 2019 11:23:43 GMT",2,9,NA,NA,6,2,1,1
Exp 2,38,female,1,0,0,2,2,1,1423,28.814,15.667,111.042,"Wed, 10 Apr 2019 12:13:44 GMT",5,6,NA,NA,5,4,1,0
Exp 2,25,female,1,1,1,5,-1,1,1423,11.747,8.524,42.024,"Wed, 10 Apr 2019 11:07:35 GMT",9,2,NA,NA,6,3,1,1
Exp 2,48,male,0,0,0,3,-1,1,1423,44.976,32.806,132.778,"Wed, 10 Apr 2019 11:57:55 GMT",5,5,NA,NA,6,3,1,1
Exp 2,81,male,0,1,0,5,1,1,2314,63.898,28.621,393.955,"Wed, 10 Apr 2019 11:46:20 GMT",0,8,NA,NA,6,1,1,1
Exp 2,31,male,1,1,0,4,2,1,3142,34.728,15.546,113.358,"Wed, 10 Apr 2019 11:49:46 GMT",2,5,NA,NA,4,2,0,1
Exp 2,28,male,1,1,1,5,-1,1,1243,19.984,12.132,71.249,"Wed, 10 Apr 2019 11:14:59 GMT",0,2,NA,NA,5,1,1,1
Exp 2,27,male,0,1,0,1,3,1,3241,6.874,3.072,66.117,"Wed, 10 Apr 2019 11:58:57 GMT",8,2,NA,NA,7,2,1,1
Exp 2,61,male,1,0,0,1,1,1,3241,22.066,30.472,152.657,"Wed, 10 Apr 2019 12:11:17 GMT",5,3,NA,NA,5,1,1,1
Exp 2,27,female,1,1,0,2,-1,1,2134,23.876,18.455,102.076,"Wed, 10 Apr 2019 11:43:27 GMT",2,6,NA,NA,4,2,0,1
Exp 2,29,male,0,1,0,6,1,1,3412,21.344,20.115,98.064,"Wed, 10 Apr 2019 11:10:32 GMT",2,9,NA,NA,6,2,1,1
Exp 2,31,male,1,0,0,2,3,3,1423,25.698,13.155,81.779,"Wed, 10 Apr 2019 12:31:34 GMT",1,7,NA,NA,6,2,1,1
Exp 2,31,male,0,1,0,3,-1,1,2431,26.062,14.582,164.965,"Wed, 10 Apr 2019 11:12:21 GMT",1,8,NA,NA,6,1,1,1
Exp 2,39,female,1,1,1,1,-1,4,4123,3.051,3.679,31.98,"Wed, 10 Apr 2019 11:18:31 GMT",10,5,NA,NA,6,3,1,1
Exp 2,36,female,0,1,1,3,0,1,4123,4.991,2.958,71.627,"Wed, 10 Apr 2019 11:58:33 GMT",5,6,NA,NA,3,4,0,0
Exp 2,56,male,0,0,0,3,0,4,2413,7.119,3.126,47.759,"Wed, 10 Apr 2019 11:15:32 GMT",6,7,NA,NA,4,5,0,0
Exp 2,28,male,1,0,0,5,2,4,1432,13.129,8.197,123.945,"Wed, 10 Apr 2019 11:08:43 GMT",4,5,NA,NA,3,4,0,0
Exp 2,43,male,1,1,0,3,1,1,1432,22.94,27.827,102.937,"Wed, 10 Apr 2019 11:34:56 GMT",8,0,NA,NA,6,1,1,1
Exp 2,56,male,1,1,0,3,0,1,2341,24.034,30.522,171.724,"Wed, 10 Apr 2019 11:46:33 GMT",1,7,NA,NA,6,1,1,1
Exp 2,37,female,0,1,1,5,2,1,2134,29.002,13.7,102.865,"Wed, 10 Apr 2019 12:16:35 GMT",0,9,NA,NA,6,1,1,1
Exp 2,46,female,0,0,0,4,-1,1,1423,27.124,28.936,140.237,"Wed, 10 Apr 2019 11:48:34 GMT",8,1,NA,NA,2,6,0,0
Exp 2,58,male,0,1,1,1,3,1,2143,35.702,37.93,174.627,"Wed, 10 Apr 2019 11:09:40 GMT",9,4,NA,NA,6,3,1,1
Exp 2,51,male,1,1,0,2,1,1,2143,65.075,18.753,281.415,"Wed, 10 Apr 2019 12:12:14 GMT",9,2,NA,NA,6,1,1,1
Exp 2,27,male,0,1,1,3,-2,1,2341,23.392,8.676,88.614,"Wed, 10 Apr 2019 12:17:38 GMT",1,0,NA,NA,6,2,1,1
Exp 2,67,male,0,1,0,1,3,1,1324,48.734,32.939,171.087,"Wed, 10 Apr 2019 11:08:33 GMT",10,0,NA,NA,7,1,1,1
Exp 2,25,female,0,0,0,1,2,1,3214,25.566,32.908,101.683,"Wed, 10 Apr 2019 11:13:05 GMT",0,10,NA,NA,7,1,1,1
Exp 2,45,male,1,1,0,6,3,1,2431,15.855,12.177,76.712,"Wed, 10 Apr 2019 11:08:45 GMT",8,0,NA,NA,6,1,1,1
Exp 2,31,female,1,1,0,6,0,1,2314,13.447,68.01,187.667,"Wed, 10 Apr 2019 12:07:40 GMT",0,2,NA,NA,5,3,1,1
Exp 2,49,female,1,1,1,5,2,1,1243,32.835,17.801,104.714,"Wed, 10 Apr 2019 11:14:04 GMT",1,2,NA,NA,7,2,1,1
Exp 2,19,male,1,0,0,6,1,1,1243,17.049,17.593,142.93,"Wed, 10 Apr 2019 11:21:12 GMT",3,6,NA,NA,5,3,1,1
Exp 2,34,female,1,1,1,5,1,1,3124,27.499,22.338,116.256,"Wed, 10 Apr 2019 11:14:58 GMT",3,8,NA,NA,6,2,1,1
Exp 2,25,female,1,0,0,6,1,1,3421,17.32,14.825,116.99,"Wed, 10 Apr 2019 11:34:04 GMT",6,4,NA,NA,5,3,1,1
Exp 2,66,male,1,0,0,1,-1,1,3214,22.319,13.105,88.169,"Wed, 10 Apr 2019 11:32:50 GMT",7,5,NA,NA,5,4,1,0
Exp 2,35,female,1,0,0,2,0,1,1243,31.841,8.371,91.272,"Wed, 10 Apr 2019 11:54:19 GMT",2,5,NA,NA,4,2,0,1
Exp 2,35,male,1,1,0,2,1,1,1423,6.184,8.814,98.02,"Wed, 10 Apr 2019 12:04:41 GMT",1,2,NA,NA,3,6,0,0
Exp 2,42,male,1,0,0,1,-1,1,4312,22.053,14.486,174.169,"Wed, 10 Apr 2019 11:53:17 GMT",2,0,NA,NA,1,1,0,1
Exp 2,30,male,0,0,0,3,0,1,3421,207.625,19.555,526.577,"Wed, 10 Apr 2019 12:20:05 GMT",4,5,NA,NA,4,3,0,1
Exp 2,36,female,1,0,0,2,1,1,3142,23.785,23.338,97.275,"Wed, 10 Apr 2019 11:42:17 GMT",3,7,NA,NA,6,3,1,1
Exp 2,61,male,1,0,0,6,0,1,1234,13.301,9.313,76.818,"Wed, 10 Apr 2019 11:48:19 GMT",0,3,NA,NA,1,1,0,1
Exp 2,44,female,0,0,0,5,2,1,3142,23.328,16.008,112.502,"Wed, 10 Apr 2019 12:10:51 GMT",8,6,NA,NA,5,2,1,1
Exp 2,33,female,1,1,0,3,-3,1,1234,23.751,8.129,76.242,"Wed, 10 Apr 2019 11:14:08 GMT",0,10,NA,NA,7,1,1,1
Exp 2,47,male,1,1,0,1,3,1,3142,36.452,39.31,171.744,"Wed, 10 Apr 2019 11:21:04 GMT",9,2,NA,NA,6,2,1,1
Exp 2,43,female,0,0,0,1,0,1,2143,64.565,21.239,168.141,"Wed, 10 Apr 2019 11:11:16 GMT",8,1,NA,NA,6,1,1,1
Exp 2,43,female,1,0,0,6,3,1,3421,35.351,25.062,399.827,"Wed, 10 Apr 2019 12:12:20 GMT",1,5,NA,NA,4,3,0,1
Exp 2,30,male,1,0,0,2,2,1,2314,9.789,21.903,85.997,"Wed, 10 Apr 2019 11:16:59 GMT",8,9,NA,NA,6,6,1,0
Exp 2,40,female,0,1,0,4,1,1,2134,12.78,16.362,106.258,"Wed, 10 Apr 2019 12:10:56 GMT",5,5,NA,NA,4,4,0,0
Exp 2,28,male,0,0,0,4,0,1,1342,27.592,17.088,113.353,"Wed, 10 Apr 2019 12:11:41 GMT",1,7,NA,NA,5,2,1,1
Exp 2,58,female,0,1,1,3,0,1,2341,42.852,30.153,182.872,"Wed, 10 Apr 2019 11:09:10 GMT",5,5,NA,NA,4,4,0,0
Exp 2,35,male,0,0,0,1,2,1,4132,20.558,17.305,112.956,"Wed, 10 Apr 2019 11:16:02 GMT",8,1,NA,NA,6,1,1,1
Exp 2,30,female,0,1,1,2,-2,1,4312,29.192,15.018,107.319,"Wed, 10 Apr 2019 12:04:18 GMT",3,7,NA,NA,6,3,1,1
Exp 2,28,female,0,1,0,1,3,1,3421,37.215,25.097,173.047,"Wed, 10 Apr 2019 11:11:56 GMT",5,4,NA,NA,5,4,1,0
Exp 2,45,female,0,1,0,2,0,1,4231,17.466,9.822,80.589,"Wed, 10 Apr 2019 11:17:38 GMT",8,3,NA,NA,6,2,1,1
Exp 2,35,male,0,1,1,4,-1,1,3124,45.994,25.827,151.256,"Wed, 10 Apr 2019 11:17:06 GMT",5,2,NA,NA,6,2,1,1
Exp 2,49,male,1,0,0,4,-1,1,2314,22.188,10.901,321.759,"Wed, 10 Apr 2019 12:12:05 GMT",8,4,NA,NA,6,3,1,1
Exp 2,55,male,1,0,0,2,-1,1,4123,34.812,14.958,133.862,"Wed, 10 Apr 2019 11:11:03 GMT",6,2,NA,NA,5,2,1,1
Exp 2,35,female,1,1,0,2,-1,1,1234,25.24,22.976,158.441,"Wed, 10 Apr 2019 12:20:35 GMT",0,0,NA,NA,4,1,0,1
Exp 2,46,male,1,0,0,5,0,1,1234,27.791,18.753,190.653,"Wed, 10 Apr 2019 11:22:01 GMT",1,9,NA,NA,6,1,1,1
Exp 2,54,female,0,1,1,4,-2,1,4123,19.256,18.217,101.568,"Wed, 10 Apr 2019 11:27:59 GMT",1,3,NA,NA,4,1,0,1
Exp 2,66,male,0,1,0,3,3,1,4213,84.859,62.648,301.253,"Wed, 10 Apr 2019 12:05:05 GMT",9,7,NA,NA,7,3,1,1
Exp 2,24,male,0,0,0,6,1,1,1423,13.152,13.928,64.435,"Wed, 10 Apr 2019 12:25:49 GMT",5,5,NA,NA,4,4,0,0
Exp 2,22,male,1,1,1,2,1,1,1423,3.928,8.505,32.418,"Wed, 10 Apr 2019 11:30:04 GMT",0,10,NA,NA,7,1,1,1
Exp 2,22,male,0,0,0,5,0,1,1234,26.867,24.423,247.526,"Wed, 10 Apr 2019 11:10:20 GMT",5,5,NA,NA,2,6,0,0
Exp 2,41,female,0,0,0,4,-1,1,4231,27.872,22.813,121.552,"Wed, 10 Apr 2019 11:55:15 GMT",3,7,NA,NA,5,2,1,1
Exp 2,46,male,1,0,0,1,-2,1,2431,22.898,12.75,99.831,"Wed, 10 Apr 2019 11:48:24 GMT",3,5,NA,NA,4,2,0,1
Exp 2,37,female,1,1,0,4,1,1,3214,20.227,8.708,77.715,"Wed, 10 Apr 2019 12:17:52 GMT",2,8,NA,NA,6,1,1,1
Exp 2,34,female,1,1,1,1,0,1,1243,29.093,13.866,258.686,"Wed, 10 Apr 2019 11:58:16 GMT",2,7,NA,NA,6,2,1,1
Exp 2,28,male,1,0,0,4,0,1,2314,49.55,16.92,126.041,"Wed, 10 Apr 2019 12:17:12 GMT",2,1,NA,NA,5,2,1,1
Exp 2,53,male,1,0,0,4,1,1,4123,27.437,14.628,129.204,"Wed, 10 Apr 2019 11:47:02 GMT",0,8,NA,NA,6,1,1,1
Exp 2,54,male,0,1,1,2,-2,4,1342,17.68,35.053,115.989,"Wed, 10 Apr 2019 11:54:19 GMT",4,7,NA,NA,6,3,1,1
Exp 2,63,male,1,1,1,6,2,1,2431,29.307,12.672,116.738,"Wed, 10 Apr 2019 11:09:11 GMT",7,5,NA,NA,5,4,1,0
Exp 2,23,female,1,1,1,5,1,1,1432,19.528,21.234,77.157,"Wed, 10 Apr 2019 11:13:52 GMT",3,6,NA,NA,5,2,1,1
Exp 2,45,female,1,1,1,4,-1,1,4213,38.471,15.54,105.183,"Wed, 10 Apr 2019 11:56:48 GMT",8,2,NA,NA,6,2,1,1
Exp 2,42,male,0,1,0,5,1,1,4321,21.495,12.476,98.403,"Wed, 10 Apr 2019 11:42:31 GMT",1,4,NA,NA,5,2,1,1
Exp 2,40,female,1,0,0,6,1,1,1423,11.08,13.37,51.02,"Wed, 10 Apr 2019 11:40:00 GMT",3,7,NA,NA,6,1,1,1
Exp 2,32,male,1,0,0,6,3,1,3421,17.692,19.011,100.082,"Wed, 10 Apr 2019 11:14:06 GMT",2,6,NA,NA,3,1,0,1
Exp 2,35,female,1,1,0,1,3,1,2134,18.069,61.916,146.103,"Wed, 10 Apr 2019 11:44:43 GMT",0,10,NA,NA,7,1,1,1
Exp 2,63,male,0,0,0,1,-3,1,1324,15.119,35.727,101.902,"Wed, 10 Apr 2019 11:43:18 GMT",10,0,NA,NA,7,1,1,1
Exp 2,40,female,1,0,0,2,2,4,3241,54.26,40.427,138.645,"Wed, 10 Apr 2019 11:15:46 GMT",10,9,NA,NA,7,6,1,0
Exp 2,29,male,1,0,0,2,2,4,2341,16.138,24.051,84.968,"Wed, 10 Apr 2019 11:13:42 GMT",10,7,NA,NA,6,5,1,0
Exp 2,41,female,1,1,1,3,-1,1,3421,23.526,9.005,70.113,"Wed, 10 Apr 2019 11:42:43 GMT",0,7,NA,NA,6,1,1,1
Exp 2,45,male,0,1,1,3,1,3,1324,22.725,16.882,90.915,"Wed, 10 Apr 2019 12:11:16 GMT",1,1,NA,NA,7,1,1,1
Exp 2,32,male,1,1,1,4,2,1,4312,26.219,39.142,112.161,"Wed, 10 Apr 2019 11:10:02 GMT",9,1,NA,NA,6,2,1,1
Exp 2,28,male,0,0,0,6,1,1,1243,17.063,14.356,59.028,"Wed, 10 Apr 2019 11:08:19 GMT",4,6,NA,NA,5,3,1,1
Exp 2,46,female,0,1,0,5,1,1,3214,35.427,20.168,271.872,"Wed, 10 Apr 2019 11:10:29 GMT",1,5,NA,NA,2,2,0,1
Exp 2,29,female,0,1,0,4,-1,1,4213,70.839,26.666,149.756,"Wed, 10 Apr 2019 11:23:05 GMT",3,8,NA,NA,6,3,1,1
Exp 2,48,female,0,0,0,3,-1,1,3124,42.935,17.45,162.324,"Wed, 10 Apr 2019 11:14:36 GMT",2,8,NA,NA,5,2,1,1
Exp 2,41,female,0,1,0,6,3,1,1234,66.093,25.328,192.867,"Wed, 10 Apr 2019 11:17:01 GMT",6,2,NA,NA,5,2,1,1
Exp 2,48,female,1,1,0,2,3,3,3241,11.315,5.056,57.625,"Wed, 10 Apr 2019 11:10:52 GMT",8,9,NA,NA,6,6,1,0
Exp 2,29,male,1,0,0,1,3,1,4231,42.144,31.6,129.726,"Wed, 10 Apr 2019 12:09:02 GMT",9,1,NA,NA,6,1,1,1
Exp 2,32,male,1,0,0,4,0,1,1234,34.602,13.954,103.624,"Wed, 10 Apr 2019 11:13:02 GMT",1,2,NA,NA,7,1,1,1
Exp 2,25,male,0,1,0,2,2,1,1342,15.613,38.09,79.292,"Wed, 10 Apr 2019 11:57:41 GMT",3,8,NA,NA,5,4,1,0
Exp 2,69,male,1,0,0,1,0,1,3421,23.887,17.027,93.712,"Wed, 10 Apr 2019 11:55:37 GMT",10,0,NA,NA,7,1,1,1
Exp 2,43,female,1,1,0,2,0,1,2413,22.913,16.14,112.969,"Wed, 10 Apr 2019 11:11:33 GMT",8,3,NA,NA,6,2,1,1
Exp 2,26,male,0,0,0,5,1,2,2134,126.96,58.152,410.387,"Wed, 10 Apr 2019 11:36:22 GMT",4,6,NA,NA,4,4,0,0
Exp 2,65,male,0,0,0,2,1,1,4321,20.209,25.523,124.323,"Wed, 10 Apr 2019 12:00:55 GMT",2,8,NA,NA,7,1,1,1
Exp 2,37,male,1,0,0,6,3,1,2134,30.117,38.058,146.596,"Wed, 10 Apr 2019 11:58:58 GMT",2,0,NA,NA,7,2,1,1
Exp 2,54,female,0,0,0,2,1,1,4123,57.119,21.04,175.532,"Wed, 10 Apr 2019 11:09:08 GMT",7,2,NA,NA,3,1,0,1
Exp 2,46,female,1,0,0,4,0,1,1234,24.414,18.514,102.958,"Wed, 10 Apr 2019 12:20:09 GMT",8,2,NA,NA,5,2,1,1
Exp 2,37,male,1,0,0,4,1,1,4312,17.432,8.847,237.281,"Wed, 10 Apr 2019 11:09:20 GMT",3,7,NA,NA,6,2,1,1
Exp 2,38,male,0,0,0,5,1,1,4213,20.446,21.678,92.564,"Wed, 10 Apr 2019 11:49:01 GMT",0,2,NA,NA,6,2,1,1
Exp 2,30,male,0,0,0,2,0,1,1243,13.749,10.839,66.672,"Wed, 10 Apr 2019 11:36:19 GMT",2,8,NA,NA,7,1,1,1
Exp 2,56,female,0,0,0,2,2,1,2341,30.06,229.177,319.008,"Wed, 10 Apr 2019 11:52:25 GMT",2,9,NA,NA,6,2,1,1
Exp 2,31,female,1,1,1,4,1,1,2413,17.714,16.793,110.116,"Wed, 10 Apr 2019 11:59:16 GMT",3,8,NA,NA,6,2,1,1
Exp 2,34,female,1,0,0,4,2,1,2143,24.241,11.787,167.526,"Wed, 10 Apr 2019 11:31:53 GMT",3,7,NA,NA,5,3,1,1
Exp 2,64,male,1,1,0,1,3,1,2143,27.2,28.194,161.928,"Wed, 10 Apr 2019 11:50:32 GMT",2,8,NA,NA,6,2,1,1
Exp 2,33,male,1,0,0,3,1,4,3142,5.527,7.348,74.184,"Wed, 10 Apr 2019 11:08:17 GMT",5,5,NA,NA,4,4,0,0
Exp 2,55,female,0,1,0,5,0,1,2341,12.446,13.11,62.03,"Wed, 10 Apr 2019 12:20:58 GMT",2,8,NA,NA,6,3,1,1
Exp 2,32,male,0,1,1,4,-1,1,2413,33.838,10.813,115.043,"Wed, 10 Apr 2019 11:53:11 GMT",2,9,NA,NA,7,2,1,1
Exp 2,39,male,0,0,0,1,0,1,3241,26.568,12.663,73.573,"Wed, 10 Apr 2019 11:45:54 GMT",4,2,NA,NA,6,2,1,1
Exp 2,38,female,1,1,0,5,1,1,3241,19.029,9.011,106.179,"Wed, 10 Apr 2019 11:56:06 GMT",2,7,NA,NA,5,3,1,1
Exp 2,23,female,1,1,1,4,1,1,3142,21.403,20.464,100.684,"Wed, 10 Apr 2019 11:49:53 GMT",3,6,NA,NA,5,3,1,1
Exp 2,60,male,0,0,0,6,0,3,3421,55.912,68.126,252.814,"Wed, 10 Apr 2019 11:15:41 GMT",0,7,NA,NA,6,1,1,1
Exp 2,39,male,1,1,0,3,-1,1,4312,14.412,25.053,75.712,"Wed, 10 Apr 2019 11:58:02 GMT",8,2,NA,NA,6,2,1,1
Exp 2,44,female,0,1,1,4,0,2,2143,36.844,215.541,310.944,"Wed, 10 Apr 2019 11:19:05 GMT",5,5,NA,NA,4,7,0,0
Exp 2,31,female,1,0,0,5,-2,1,3142,25.047,17.78,108.116,"Wed, 10 Apr 2019 12:19:57 GMT",0,4,NA,NA,6,3,1,1
Exp 2,30,male,0,1,0,6,3,1,1342,11.883,9.217,62.704,"Wed, 10 Apr 2019 11:32:02 GMT",4,6,NA,NA,5,3,1,1
Exp 2,37,male,0,0,0,1,2,3,3421,10.856,155.948,203.458,"Wed, 10 Apr 2019 11:17:17 GMT",0,6,NA,NA,5,1,1,1
Exp 2,48,male,0,1,1,1,0,1,1342,16.37,21.89,89.382,"Wed, 10 Apr 2019 11:46:42 GMT",6,2,NA,NA,5,2,1,1
Exp 2,27,male,0,0,0,3,1,1,2143,21.392,11.646,67.574,"Wed, 10 Apr 2019 11:50:22 GMT",0,6,NA,NA,6,1,1,1
Exp 2,69,female,0,0,0,4,-1,1,4213,34.75,26.923,235.978,"Wed, 10 Apr 2019 11:57:12 GMT",1,9,NA,NA,6,2,1,1
Exp 2,34,female,0,1,0,5,1,1,4213,24.653,27.355,112.271,"Wed, 10 Apr 2019 11:49:17 GMT",0,2,NA,NA,2,1,0,1
Exp 2,29,female,1,1,1,3,0,1,1423,12.899,39.023,115.424,"Wed, 10 Apr 2019 11:17:11 GMT",9,5,NA,NA,6,4,1,0
Exp 2,47,female,0,1,0,5,2,1,4123,48.72,25.609,210.783,"Wed, 10 Apr 2019 11:47:49 GMT",0,9,NA,NA,6,2,1,1
Exp 2,41,male,1,0,0,2,-1,1,1342,45.109,25.86,134.117,"Wed, 10 Apr 2019 12:13:06 GMT",1,7,NA,NA,7,1,1,1
Exp 2,40,female,0,0,0,5,1,1,4321,22.789,16.246,105.905,"Wed, 10 Apr 2019 11:48:55 GMT",1,8,NA,NA,6,1,1,1
Exp 2,32,male,0,0,0,1,3,1,2431,3.672,10.426,76.736,"Wed, 10 Apr 2019 11:31:10 GMT",8,2,NA,NA,7,1,1,1
Exp 2,42,female,1,1,0,5,2,1,4123,10.325,9.054,82.878,"Wed, 10 Apr 2019 11:13:39 GMT",1,9,NA,NA,6,2,1,1
